X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID
-9205301.464,3156804.5352,167048,2000/01/10 00:00:00+00,,,10.8,ECO05,27.26648,-82.69263,Karenia brevis,0,HABW000110-814
-9205301.464,3156804.5352,167049,2000/01/10 00:00:00+00,,,0.9,ECO05,27.26648,-82.69263,Karenia brevis,0,HABW000110-815
-9197216.3293,3161003.0429,167050,2000/01/10 00:00:00+00,,,0.7,"New Pass; Sarasota; 1 mi; post-May 1998",27.3,-82.62,Karenia brevis,1000,HABW000110-816
-9197216.3293,3161003.0429,167051,2000/01/10 00:00:00+00,,,8.8,"New Pass; Sarasota; 1 mi; post-May 1998",27.3,-82.62,Karenia brevis,0,HABW000110-817
-9178681.6341,3219906.2294,167052,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 81,27.7692,-82.4535,Karenia brevis,0,HABW000111-801
-9186173.4359,3220736.5919,167053,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 14,27.7758,-82.5208,Karenia brevis,0,HABW000111-802
-9176009.9663,3221894.151,167054,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 9,27.785,-82.4295,Karenia brevis,0,HABW000111-803
-9177490.5156,3224574.5277,167055,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 80,27.8063,-82.4428,Karenia brevis,0,HABW000111-804
-9182054.6147,3224750.7211,167056,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 11,27.8077,-82.4838,Karenia brevis,0,HABW000111-805
-9174150.9308,3226991.0923,167057,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 73,27.8255,-82.4128,Karenia brevis,0,HABW000111-806
-9173783.5765,3230075.3502,167058,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 8,27.85,-82.4095,Karenia brevis,0,HABW000111-807
-9176566.5638,3230264.205,167059,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 55,27.8515,-82.4345,Karenia brevis,0,HABW000111-808
-9179438.6067,3230805.6031,167060,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 7,27.8558,-82.4603,Karenia brevis,0,HABW000111-809
-9174585.0769,3233789.9734,167061,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 71,27.8795,-82.4167,Karenia brevis,0,HABW000111-810
-9180852.3642,3234696.7469,167062,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 6,27.8867,-82.473,Karenia brevis,0,HABW000111-811
-9176566.5638,3236686.8222,167063,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 52,27.9025,-82.4345,Karenia brevis,0,HABW000111-812
-9179149.176,3236913.5581,167064,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 70,27.9043,-82.4577,Karenia brevis,0,HABW000111-813
-9180830.1003,3239269.3152,167065,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 44,27.923,-82.4728,Karenia brevis,0,HABW000111-814
-9175642.612,3239710.2776,167066,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 54,27.9265,-82.4262,Karenia brevis,0,HABW000111-815
-9174596.2088,3240995.4494,167067,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 58,27.9367,-82.4168,Karenia brevis,0,HABW000111-816
-9179171.4399,3241512.0722,167068,2000/01/11 00:00:00+00,,,0.5,HCEPC Station Number 2,27.9408,-82.4579,Karenia brevis,0,HABW000111-817
-9153356.45,3059524.0806,167069,2000/01/11 00:00:00+00,21:48,GMT,0.5,ECOHAB synoptic station 70,26.487,-82.226,Karenia brevis,4000,HABW000111-818
-9158031.8686,3068855.2049,167070,2000/01/11 00:00:00+00,21:01,GMT,0.5,ECOHAB synoptic station 71,26.562,-82.268,Karenia brevis,2000,HABW000111-819
-9162707.2872,3078067.901,167071,2000/01/11 00:00:00+00,20:17,GMT,0.5,ECOHAB synoptic station 72,26.636,-82.31,Karenia brevis,18000,HABW000111-820
-9165378.955,3087411.1842,167072,2000/01/11 00:00:00+00,19:30,GMT,0.5,ECOHAB synoptic station 73,26.711,-82.334,Karenia brevis,25000,HABW000111-821
-9171501.527,3096885.3245,167073,2000/01/11 00:00:00+00,18:44,GMT,0.5,ECOHAB synoptic station 74,26.787,-82.389,Karenia brevis,4000,HABW000111-822
-9175954.3066,3106328.3759,167074,2000/01/11 00:00:00+00,17:44,GMT,0.5,ECOHAB synoptic station 75,26.8627,-82.429,Karenia brevis,3000,HABW000111-823
-9180295.7667,3115727.8016,167075,2000/01/11 00:00:00+00,17:00,GMT,0.5,ECOHAB synoptic station 76,26.938,-82.468,Karenia brevis,19000,HABW000111-824
-9184637.2269,3125058.5359,167076,2000/01/11 00:00:00+00,16:17,GMT,0.5,ECOHAB synoptic station 77,27.0127,-82.507,Karenia brevis,26000,HABW000111-825
-9188978.687,3134595.5301,167077,2000/01/11 00:00:00+00,15:31,GMT,0.5,ECOHAB synoptic station 78,27.089,-82.546,Karenia brevis,6000,HABW000111-826
-9193431.4667,3144076.462,167078,2000/01/11 00:00:00+00,14:26,GMT,0.5,ECOHAB synoptic station 79,27.1648,-82.586,Karenia brevis,42000,HABW000111-827
-9300932.6989,3148481.4044,167079,2000/01/11 00:00:00+00,21:10,GMT,0.5,ECOHAB synoptic station 10,27.2,-83.5517,Karenia brevis,0,HABW000111-828
-9291648.6534,3153238.3014,167080,2000/01/11 00:00:00+00,20:26,GMT,0.5,ECOHAB synoptic station 9,27.238,-83.4683,Karenia brevis,0,HABW000111-829
-9197884.2463,3153488.7093,167081,2000/01/11 00:00:00+00,13:39,GMT,0.5,ECOHAB synoptic station 80,27.24,-82.626,Karenia brevis,5000,HABW000111-830
-9273024.9026,3162694.3273,167082,2000/01/11 00:00:00+00,18:56,GMT,0.5,ECOHAB synoptic station 7,27.3135,-83.301,Karenia brevis,0,HABW000111-831
-9273024.9026,3162694.3273,167083,2000/01/11 00:00:00+00,18:56,GMT,30,ECOHAB synoptic station 7,27.3135,-83.301,Karenia brevis,0,HABW000111-832
-9254412.2837,3172219.4774,167084,2000/01/11 00:00:00+00,17:15,GMT,0.5,ECOHAB synoptic station 5,27.3895,-83.1338,Karenia brevis,0,HABW000111-833
-9254412.2837,3172219.4774,167085,2000/01/11 00:00:00+00,17:15,GMT,25,ECOHAB synoptic station 5,27.3895,-83.1338,Karenia brevis,0,HABW000111-834
-9207569.042,3172658.2931,167086,2000/01/11 00:00:00+00,15:59,GMT,0.5,ECOHAB synoptic station 82,27.393,-82.713,Karenia brevis,0,HABW000111-835
-9235777.401,3181751.1759,167087,2000/01/11 00:00:00+00,15:47,GMT,0.5,ECOHAB synoptic station 3,27.4655,-82.9664,Karenia brevis,0,HABW000111-836
-9235777.401,3181751.1759,167088,2000/01/11 00:00:00+00,15:47,GMT,13,ECOHAB synoptic station 3,27.4655,-82.9664,Karenia brevis,0,HABW000111-837
-9217253.8377,3191314.5581,167089,2000/01/11 00:00:00+00,14:09,GMT,0.5,1B,27.5417,-82.8,Karenia brevis,0,HABW000111-838
-9300932.6989,3148481.4044,167090,2000/01/11 00:00:00+00,21:10,GMT,40,ECOHAB synoptic station 10,27.2,-83.5517,Karenia brevis,0,HABW000111-839
-9157697.9101,2975691.2523,167091,2000/01/12 00:00:00+00,14:00,GMT,0.5,"Gordon Pass; 29 mi SW",25.811,-82.265,Karenia brevis,0,HABW000112-801
-9124335.4587,2998746.5408,167092,2000/01/12 00:00:00+00,15:30,GMT,0.5,"Gordon Pass; 10 mi SW",25.9973,-81.9653,Karenia brevis,0,HABW000112-802
-9115652.5384,3004184.6353,167093,2000/01/12 00:00:00+00,15:40,GMT,0.5,"Gordon Pass; 5 mi SW",26.0412,-81.8873,Karenia brevis,40333,HABW000112-803
-9107882.438,3009699.1329,167094,2000/01/12 00:00:00+00,16:00,GMT,0.5,"Gordon Pass; 0.5 mi SW",26.0857,-81.8175,Karenia brevis,196333,HABW000112-804
-9631584.9824,3553934.7215,167095,2000/01/12 00:00:00+00,14:42,GMT,0.5,"Destin Bridge; under West end",30.3912,-86.522,Karenia brevis,0,HABW000112-805
-9593012.7789,3554089.5854,167096,2000/01/12 00:00:00+00,13:22,GMT,0.5,"Clyde B. Wells Bridge; SW side of (Choctawhatchee Bay) ",30.3924,-86.1755,Karenia brevis,0,HABW000112-806
-9620279.8202,3555984.6275,167097,2000/01/12 00:00:00+00,14:21,GMT,0.5,"Mid-Bay Bridge; E of (Choctawhatchee Bay) ",30.407083,-86.420444,Karenia brevis,0,HABW000112-807
-9591284.2098,3559366.1588,167098,2000/01/12 00:00:00+00,13:29,GMT,0.5,"Bay Grove Road; W of (Choctawhatchee Bay) ",30.433278,-86.159972,Karenia brevis,0,HABW000112-808
-9620394.2566,3560879.6543,167099,2000/01/12 00:00:00+00,14:11,GMT,0.5,"White Point; S of (Choctawhatchee Bay)",30.445,-86.421472,Karenia brevis,0,HABW000112-809
-9610311.8277,3564573.1304,167100,2000/01/12 00:00:00+00,13:58,GMT,0.5,Grassy Cove (Choctawhatchee Bay) ,30.4736,-86.3309,Karenia brevis,0,HABW000112-810
-9601547.3103,3565787.3069,167101,2000/01/12 00:00:00+00,13:48,GMT,0.5,"Basin Bayou; S of mouth (Choctawhatchee Bay) ",30.483,-86.252167,Karenia brevis,0,HABW000112-811
-9394474.467,3057596.4077,167102,2000/01/12 00:00:00+00,07:32,GMT,0.5,ECOHAB synoptic station 11,26.4715,-84.392,Karenia brevis,0,HABW000112-812
-9376039.9594,3067237.3731,167103,2000/01/12 00:00:00+00,09:49,GMT,0.5,ECOHAB synoptic station 13,26.549,-84.2264,Karenia brevis,0,HABW000112-813
-9376039.9594,3067237.3731,167104,2000/01/12 00:00:00+00,09:49,GMT,30,ECOHAB synoptic station 13,26.549,-84.2264,Karenia brevis,0,HABW000112-814
-9357683.3753,3076872.4039,167105,2000/01/12 00:00:00+00,11:41,GMT,0.5,ECOHAB synoptic station 15,26.6264,-84.0615,Karenia brevis,0,HABW000112-815
-9357683.3753,3076872.4039,167106,2000/01/12 00:00:00+00,11:41,GMT,50,ECOHAB synoptic station 15,26.6264,-84.0615,Karenia brevis,0,HABW000112-816
-9338491.8951,3085018.7184,167107,2000/01/12 00:00:00+00,13:31,GMT,0.5,ECOHAB synoptic station 17,26.6918,-83.8891,Karenia brevis,0,HABW000112-817
-9320101.9152,3094690.7493,167108,2000/01/12 00:00:00+00,15:05,GMT,0.5,ECOHAB synoptic station 19,26.7694,-83.7239,Karenia brevis,0,HABW000112-818
-9320101.9152,3094690.7493,167109,2000/01/12 00:00:00+00,15:05,GMT,65,ECOHAB synoptic station 19,26.7694,-83.7239,Karenia brevis,0,HABW000112-819
-9301901.1785,3104743.6981,167110,2000/01/12 00:00:00+00,16:40,GMT,0.5,ECOHAB synoptic station 21,26.85,-83.5604,Karenia brevis,0,HABW000112-820
-9283700.4417,3114853.7526,167111,2000/01/12 00:00:00+00,18:13,GMT,0.5,ECOHAB synoptic station 23,26.931,-83.3969,Karenia brevis,1000,HABW000112-821
-9283700.4417,3114853.7526,167112,2000/01/12 00:00:00+00,18:13,GMT,40,ECOHAB synoptic station 23,26.931,-83.3969,Karenia brevis,0,HABW000112-822
-9247232.1766,3135120.6907,167113,2000/01/12 00:00:00+00,21:06,GMT,0.5,ECOHAB synoptic station 27,27.0932,-83.0693,Karenia brevis,0,HABW000112-823
-9247232.1766,3135120.6907,167114,2000/01/12 00:00:00+00,21:06,GMT,30,ECOHAB synoptic station 27,27.0932,-83.0693,Karenia brevis,0,HABW000112-824
-9228964.6481,3145277.6722,167115,2000/01/12 00:00:00+00,22:39,GMT,0.5,ECOHAB synoptic station 29,27.1744,-82.9052,Karenia brevis,0,HABW000112-825
-9219825.3179,3150371.4508,167116,2000/01/12 00:00:00+00,23:19,GMT,0.5,ECOHAB synoptic station 30,27.2151,-82.8231,Karenia brevis,0,HABW000112-826
-9219825.3179,3150371.4508,167117,2000/01/12 00:00:00+00,23:19,GMT,15,ECOHAB synoptic station 30,27.2151,-82.8231,Karenia brevis,0,HABW000112-827
-9211186.9254,3190310.2172,167118,2000/01/13 00:00:00+00,,,0.5,"Anna Maria Island; W of  ",27.5337,-82.7455,Karenia brevis,0,HABW000113-801
-9067935.4387,2831602.119,167119,2000/01/13 00:00:00+00,11:07,GMT,0.5,"Kemp Channel Bridge; 1.6 mi SE of  ",24.64009,-81.45865,Karenia brevis,0,HABW000113-802
-9069287.9705,2835290.17,167120,2000/01/13 00:00:00+00,10:50,GMT,0.5,"RT05; Mote Marine Lab Station",24.6702,-81.4708,Karenia brevis,0,HABW000113-803
-9073662.8265,2840154.222,167121,2000/01/13 00:00:00+00,10:25,GMT,0.5,"RT06; Mote Marine Lab Station",24.7099,-81.5101,Karenia brevis,0,HABW000113-804
